彻 che
澈 che
郴 chen
臣 chen
辰 chen
尘 chen
晨 chen
忱 chen
沉 chen
陈 chen
趁 chen
衬 chen
撑 cheng
称 cheng chen
城 cheng
橙 cheng
成 cheng
呈 cheng
乘 cheng sheng
程 cheng
惩 cheng
澄 cheng
诚 cheng
承 cheng
逞 cheng
骋 cheng
秤 cheng
吃 chi
痴 chi
持 chi
匙 chi shi
池 chi
迟 chi
弛 chi
驰 chi
耻 chi
齿 chi
侈 chi
尺 chi
赤 chi
翅 chi
斥 chi
炽 chi
充 chong
冲 chong
虫 chong
崇 chong
宠 chong
抽 chou
酬 chou
畴 chou
踌 chou
稠 chou
愁 chou
筹 chou
仇 chou
绸 chou
瞅 chou
丑 chou
臭 chou xiu
初 chu
出 chu
橱 chu
厨 chu
躇 chu
锄 chu
雏 chu
滁 chu
除 chu
楚 chu
础 chu
储 chu
矗 chu
搐 chu
触 chu
处 chu
揣 chuai
川 chuan
穿 chuan
椽 chuan
传 chuan zhuan
船 chuan
喘 chuan
串 chuan
疮 chuang
窗 chuang
幢 chuang zhuang
床 chuang
闯 chuang
创 chuang
吹 chui
炊 chui
捶 chui
锤 chui
垂 chui
春 chun
椿 chun
醇 chun
唇 chun
淳 chun
纯 chun
蠢 chun
戳 chuo
绰 chuo chao
疵 ci
茨 ci
磁 ci
雌 ci
辞 ci
慈 ci
瓷 ci
词 ci
此 ci
刺 ci
赐 ci
次 ci
聪 cong
葱 cong
囱 cong
匆 cong
从 cong
丛 cong
凑 cou
粗 cu
醋 cu
簇 cu
促 cu
蹿 cuan
篡 cuan
窜 cuan
摧 cui
崔 cui
催 cui
脆 cui
瘁 cui
粹 cui
淬 cui
翠 cui
村 cun
存 cun
寸 cun
磋 cuo
撮 cuo
搓 cuo
措 cuo
挫 cuo
错 cuo
搭 da
达 da
答 da
瘩 da
打 da
大 da dai tai
呆 dai
歹 dai
傣 dai
戴 dai
带 dai
殆 dai
代 dai
贷 dai
袋 dai
待 dai
逮 dai
怠 dai
耽 dan
担 dan
丹 dan
单 dan chan shan
郸 dan
掸 dan
胆 dan
旦 dan
氮 dan
但 dan
惮 dan
淡 dan
诞 dan
弹 dan tan
蛋 dan
当 dang
挡 dang
党 dang
荡 dang
档 dang
刀 dao
捣 dao
蹈 dao
倒 dao
岛 dao
祷 dao
导 dao
到 dao
稻 dao
悼 dao
道 dao
盗 dao
德 de
得 de
的 de di
蹬 deng
灯 deng
登 deng
等 deng
瞪 deng
凳 deng
邓 deng
堤 di
低 di
滴 di
迪 di
敌 di
笛 di
狄 di
涤 di
翟 di zhai
嫡 di
抵 di
底 di
地 di de
蒂 di
第 di
帝 di
弟 di
递 di
缔 di
颠 dian
掂 dian
滇 dian
碘 dian
点 dian
典 dian
靛 dian
垫 dian
电 dian
佃 dian
甸 dian
店 dian
惦 dian
奠 dian
淀 dian
殿 dian
碉 diao
叼 diao
雕 diao
凋 diao
刁 diao
掉 diao
吊 diao
钓 diao
调 diao tiao
跌 die
爹 die
碟 die
蝶 die
迭 die
谍 die
叠 die
丁 ding
盯 ding
叮 ding
钉 ding
顶 ding
鼎 ding
锭 ding
定 ding
订 ding
丢 diu
东 dong
冬 dong
董 dong
懂 dong
动 dong
栋 dong
侗 dong
恫 dong
冻 dong
洞 dong
兜 dou
抖 dou
斗 dou
陡 dou
豆 dou
逗 dou
痘 dou
都 dou du
督 du
毒 du
犊 du
独 du
读 du
堵 du
睹 du
赌 du
杜 du
镀 du
肚 du
度 du duo
渡 du
妒 du
端 duan
短 duan
锻 duan
段 duan
断 duan
缎 duan
堆 dui
兑 dui
队 dui
对 dui
墩 dun
吨 dun
蹲 dun
敦 dun dui
顿 dun
囤 dun tun
钝 dun
盾 dun
遁 dun
掇 duo
哆 duo
多 duo
夺 duo
垛 duo
躲 duo
朵 duo
跺 duo
舵 duo
剁 duo
惰 duo
堕 duo
蛾 e
峨 e
鹅 e
俄 e
额 e
讹 e
娥 e
恶 e wu
厄 e
扼 e
遏 e
鄂 e
饿 e
恩 en
而 er
儿 er
耳 er
尔 er
饵 er
洱 er
二 er
贰 er
发 fa
罚 fa
筏 fa
伐 fa
乏 fa
阀 fa
法 fa
珐 fa
藩 fan
帆 fan
番 fan
翻 fan
樊 fan
矾 fan
钒 fan
繁 fan
凡 fan
烦 fan
反 fan
返 fan
范 fan
贩 fan
犯 fan
饭 fan
泛 fan
坊 fang
芳 fang
方 fang
肪 fang
房 fang
防 fang
妨 fang
仿 fang
访 fang
纺 fang
放 fang
菲 fei
非 fei
啡 fei
飞 fei
肥 fei
匪 fei
诽 fei
吠 fei
肺 fei
废 fei
沸 fei
费 fei
芬 fen
酚 fen
吩 fen
氛 fen
分 fen
纷 fen
坟 fen
焚 fen
汾 fen
粉 fen
奋 fen
份 fen
忿 fen
愤 fen
粪 fen
丰 feng
封 feng
枫 feng
蜂 feng
峰 feng
锋 feng
风 feng
疯 feng
烽 feng
逢 feng
冯 feng ping
缝 feng
讽 feng
奉 feng
凤 feng
佛 fo
否 fou pi
夫 fu
敷 fu
肤 fu
孵 fu
扶 fu
拂 fu
辐 fu
幅 fu
氟 fu
符 fu
伏 fu
俘 fu
服 fu
浮 fu
涪 fu
福 fu
袱 fu
弗 fu
甫 fu
抚 fu
辅 fu
俯 fu
釜 fu
斧 fu
脯 fu
腑 fu
府 fu
腐 fu
赴 fu
副 fu
覆 fu
赋 fu
复 fu
傅 fu
付 fu
阜 fu
父 fu
腹 fu
负 fu
富 fu
讣 fu
附 fu
妇 fu
缚 fu
咐 fu
噶 ga
嘎 ga
该 gai
改 gai
概 gai
钙 gai
盖 gai
溉 gai
干 gan
甘 gan
杆 gan
柑 gan
竿 gan
肝 gan
赶 gan
感 gan
秆 gan
敢 gan
赣 gan
冈 gang
刚 gang
钢 gang
缸 gang
肛 gang
纲 gang
岗 gang
港 gang
杠 gang
篙 gao
皋 gao
高 gao
膏 gao
羔 gao
糕 gao
搞 gao
镐 gao
稿 gao
告 gao gu
哥 ge
歌 ge
搁 ge
戈 ge
鸽 ge
胳 ge
疙 ge
割 ge
革 ge
葛 ge
格 ge
蛤 ge ha
阁 ge
隔 ge
铬 ge
个 ge
各 ge
给 gei ji
根 gen
跟 gen
耕 geng
更 geng
庚 geng
羹 geng
埂 geng
耿 geng
梗 geng
工 gong
攻 gong
功 gong
恭 gong
龚 gong
供 gong
躬 gong
公 gong
宫 gong
弓 gong
巩 gong
汞 gong
拱 gong
贡 gong
共 gong
钩 gou
勾 gou
沟 gou
苟 gou
狗 gou
垢 gou
构 gou
购 gou
够 gou
辜 gu
菇 gu
咕 gu
箍 gu
估 gu
沽 gu
孤 gu
姑 gu
鼓 gu
古 gu
蛊 gu
骨 gu
谷 gu
股 gu
故 gu
顾 gu
固 gu
雇 gu
刮 gua
瓜 gua
剐 gua
寡 gua
挂 gua
褂 gua
乖 guai
拐 guai
怪 guai
棺 guan
关 guan
官 guan
冠 guan
观 guan
管 guan
馆 guan
罐 guan
惯 guan
灌 guan
贯 guan
光 guang
广 guang
逛 guang
瑰 gui
规 gui
圭 gui
硅 gui
归 gui
龟 gui
闺 gui
轨 gui
鬼 gui
诡 gui
癸 gui
桂 gui
柜 gui
跪 gui
贵 gui
刽 gui
辊 gun
滚 gun
棍 gun
锅 guo
郭 guo
国 guo
果 guo
裹 guo
过 guo
哈 ha
骸 hai
孩 hai
海 hai
氦 hai
亥 hai
害 hai
骇 hai
酣 han
憨 han
邯 han
韩 han
含 han
涵 han
寒 han
函 han
喊 han
罕 han
翰 han
撼 han
捍 han
旱 han
憾 han
悍 han
焊 han
汗 han
汉 han
夯 hang ben
杭 hang
航 hang
壕 hao
嚎 hao
豪 hao
毫 hao
郝 hao
好 hao
耗 hao
号 hao
浩 hao
呵 he
喝 he
荷 he
菏 he
核 he
禾 he
和 he huo hu
何 he
合 he ge
盒 he
貉 he hao
阂 he
河 he
涸 he
赫 he
褐 he
鹤 he
贺 he
嘿 hei
黑 hei
痕 hen
很 hen
狠 hen
恨 hen
哼 heng
亨 heng
横 heng
衡 heng
恒 heng
轰 hong
哄 hong
烘 hong
虹 hong
鸿 hong
洪 hong
宏 hong
弘 hong
红 hong
喉 hou
侯 hou
猴 hou
吼 hou
厚 hou
候 hou
后 hou
呼 hu
乎 hu
忽 hu
瑚 hu
壶 hu
葫 hu
胡 hu
蝴 hu
狐 hu
糊 hu
湖 hu
弧 hu
虎 hu
唬 hu
护 hu
互 hu
沪 hu
户 hu
花 hua
哗 hua
华 hua
猾 hua
滑 hua
画 hua
划 hua
化 hua
话 hua
槐 huai
徊 huai
怀 huai
淮 huai
坏 huai
欢 huan
环 huan
桓 huan
还 huan hai
缓 huan
换 huan
患 huan
唤 huan
痪 huan
豢 huan
焕 huan
涣 huan
宦 huan
幻 huan
荒 huang
慌 huang
黄 huang
磺 huang
蝗 huang
簧 huang
皇 huang
凰 huang
惶 huang
煌 huang
晃 huang
幌 huang
恍 huang
谎 huang
灰 hui
挥 hui
辉 hui
徽 hui
恢 hui
蛔 hui
回 hui
毁 hui
悔 hui
慧 hui
卉 hui
惠 hui
晦 hui
贿 hui
秽 hui
会 hui kuai
烩 hui
汇 hui
讳 hui
诲 hui
绘 hui
荤 hun
昏 hun
婚 hun
魂 hun
浑 hun
混 hun
豁 huo
活 huo
伙 huo
火 huo
获 huo
或 huo
惑 huo
霍 huo
货 huo
祸 huo
击 ji
圾 ji
基 ji
机 ji
畸 ji
稽 ji
积 ji
箕 ji
肌 ji
饥 ji
迹 ji
激 ji
讥 ji
鸡 ji
姬 ji
绩 ji
缉 ji qi
吉 ji
极 ji
棘 ji
辑 ji
籍 ji
集 ji
及 ji
急 ji
疾 ji
汲 ji
即 ji
嫉 ji
级 ji
挤 ji
几 ji
脊 ji
己 ji
蓟 ji
技 ji
冀 ji
季 ji
伎 ji
祭 ji
剂 ji
悸 ji
济 ji
寄 ji
寂 ji
计 ji
记 ji
既 ji
忌 ji
际 ji
妓 ji
继 ji
纪 ji
嘉 jia
枷 jia
夹 jia ga qia
佳 jia
家 jia
加 jia
荚 jia
颊 jia
贾 jia gu
甲 jia
钾 jia
假 jia
稼 jia
价 jia
架 jia
驾 jia
嫁 jia
歼 jian
监 jian
坚 jian
尖 jian
笺 jian
间 jian
煎 jian
兼 jian
肩 jian
艰 jian
奸 jian
缄 jian
茧 jian
检 jian
柬 jian
碱 jian
硷 jian
拣 jian
捡 jian
简 jian
俭 jian
剪 jian
减 jian
荐 jian
槛 jian kan
鉴 jian
践 jian
贱 jian
见 jian xian
键 jian
箭 jian
件 jian
健 jian
舰 jian
剑 jian
饯 jian
渐 jian
溅 jian
涧 jian
建 jian
僵 jiang
姜 jiang
将 jiang qiang
浆 jiang
江 jiang
疆 jiang
蒋 jiang
桨 jiang
奖 jiang
讲 jiang
匠 jiang
酱 jiang
降 jiang xiang
蕉 jiao
椒 jiao
礁 jiao
焦 jiao
胶 jiao
交 jiao
郊 jiao
浇 jiao
骄 jiao
娇 jiao
嚼 jiao jue
搅 jiao
铰 jiao
矫 jiao
侥 jiao
脚 jiao
狡 jiao
角 jiao
饺 jiao
缴 jiao
绞 jiao
剿 jiao chao
教 jiao
酵 jiao
轿 jiao
较 jiao
叫 jiao
窖 jiao
揭 jie
接 jie
皆 jie
秸 jie
街 jie
阶 jie
截 jie
劫 jie
节 jie
桔 jie
杰 jie
捷 jie
睫 jie
竭 jie
洁 jie
结 jie
解 jie
姐 jie
戒 jie
藉 jie ji
芥 jie gai
界 jie
借 jie
介 jie
疥 jie
诫 jie
届 jie
巾 jin
筋 jin
斤 jin
金 jin
今 jin
津 jin
襟 jin
紧 jin
锦 jin
仅 jin
谨 jin
进 jin
靳 jin
晋 jin
禁 jin
近 jin
烬 jin
浸 jin
尽 jin
劲 jin
荆 jing
兢 jing
茎 jing
睛 jing
晶 jing
鲸 jing
京 jing
惊 jing
精 jing
粳 jing
经 jing
井 jing
警 jing
景 jing
颈 jing
静 jing
境 jing
敬 jing
镜 jing
径 jing
痉 jing
靖 jing
竟 jing
竞 jing
净 jing
炯 jiong
窘 jiong
揪 jiu
究 jiu
纠 jiu
玖 jiu
韭 jiu
久 jiu
灸 jiu
九 jiu
酒 jiu
厩 jiu
救 jiu
旧 jiu
臼 jiu
舅 jiu
咎 jiu
就 jiu
疚 jiu
鞠 ju
拘 ju
狙 ju
疽 ju
居 ju
驹 ju
菊 ju
局 ju
咀 ju
矩 ju
举 ju
沮 ju
聚 ju
拒 ju
据 ju
巨 ju
具 ju
距 ju
踞 ju
锯 ju
俱 ju
句 ju
惧 ju
炬 ju
剧 ju
捐 juan
鹃 juan
娟 juan
倦 juan
眷 juan
卷 juan
绢 juan
撅 jue
攫 jue
抉 jue
掘 jue
倔 jue
爵 jue
觉 jue
决 jue
诀 jue
绝 jue
均 jun
菌 jun
钧 jun
军 jun
君 jun
峻 jun
俊 jun
竣 jun
浚 jun xun
郡 jun
骏 jun
喀 ka
咖 ka
卡 ka
咯 ka ge lo luo
开 kai
揩 kai
楷 kai
凯 kai
慨 kai
刊 kan
堪 kan
勘 kan
坎 kan
砍 kan
看 kan
康 kang
慷 kang
糠 kang
扛 kang
抗 kang
亢 kang
炕 kang
考 kao
拷 kao
烤 kao
靠 kao
坷 ke
苛 ke
柯 ke
棵 ke
磕 ke
颗 ke
科 ke
壳 ke qiao
咳 ke
可 ke
渴 ke
克 ke
刻 ke
客 ke
课 ke
肯 ken
啃 ken
垦 ken
恳 ken
坑 keng
吭 keng hang
空 kong
恐 kong
孔 kong
控 kong
抠 kou
口 kou
扣 kou
寇 kou
枯 ku
哭 ku
窟 ku
苦 ku
酷 ku
库 ku
裤 ku
夸 kua
垮 kua
挎 kua
跨 kua
胯 kua
块 kuai
筷 kuai
侩 kuai
快 kuai
宽 kuan
款 kuan
匡 kuang
筐 kuang
狂 kuang
框 kuang
矿 kuang
眶 kuang
旷 kuang
况 kuang
亏 kui
盔 kui
岿 kui
窥 kui
葵 kui
奎 kui
魁 kui
傀 kui
馈 kui
愧 kui
溃 kui
坤 kun
昆 kun
捆 kun
困 kun
括 kuo
扩 kuo
廓 kuo
阔 kuo
垃 la
拉 la
喇 la
蜡 la
腊 la
辣 la
啦 la
莱 lai
来 lai
赖 lai
蓝 lan
婪 lan
栏 lan
拦 lan
篮 lan
阑 lan
兰 lan
澜 lan
谰 lan
揽 lan
览 lan
懒 lan
缆 lan
烂 lan
滥 lan
琅 lang
榔 lang
狼 lang
廊 lang
郎 lang
朗 lang
浪 lang
捞 lao
劳 lao
牢 lao
老 lao
佬 lao
姥 lao
酪 lao
烙 lao luo
涝 lao
勒 le
乐 le yue
雷 lei
镭 lei
蕾 lei
磊 lei
累 lei
儡 lei
垒 lei
擂 lei
肋 lei
类 lei
泪 lei
棱 leng
楞 leng
冷 leng
厘 li
梨 li
犁 li
黎 li
篱 li
狸 li
离 li
漓 li
理 li
李 li
里 li
鲤 li
礼 li
莉 li
荔 li
吏 li
栗 li
丽 li
厉 li
励 li
砾 li
历 li
利 li
傈 li
例 li
俐 li
痢 li
立 li
粒 li
沥 li
隶 li
力 li
璃 li
哩 li
俩 lia liang
联 lian
莲 lian
连 lian
镰 lian
廉 lian
怜 lian
涟 lian
帘 lian
敛 lian
脸 lian
链 lian
恋 lian
炼 lian
练 lian
粮 liang
凉 liang
梁 liang
粱 liang
良 liang
两 liang
辆 liang
量 liang
晾 liang
亮 liang
谅 liang
撩 liao
聊 liao
僚 liao
疗 liao
燎 liao
寥 liao
辽 liao
潦 liao lao
了 liao le
撂 liao
镣 liao
廖 liao
料 liao
列 lie
裂 lie
烈 lie
劣 lie
猎 lie
琳 lin
林 lin
磷 lin
霖 lin
临 lin
邻 lin
鳞 lin
淋 lin
凛 lin
赁 lin
吝 lin
拎 lin
玲 ling
菱 ling
零 ling
龄 ling
铃 ling
伶 ling
羚 ling
凌 ling
灵 ling
陵 ling
岭 ling
领 ling
另 ling
令 ling
溜 liu
琉 liu
榴 liu
硫 liu
馏 liu
留 liu
刘 liu
瘤 liu
流 liu
柳 liu
六 liu
龙 long
聋 long
咙 long
笼 long
窿 long
隆 long
垄 long
拢 long
陇 long
楼 lou
娄 lou
搂 lou
篓 lou
漏 lou
陋 lou
芦 lu
卢 lu
颅 lu
庐 lu
炉 lu
掳 lu
卤 lu
虏 lu
鲁 lu
麓 lu
碌 lu
露 lu lou
路 lu
赂 lu
鹿 lu
潞 lu
禄 lu
录 lu
陆 lu
戮 lu
驴 lv
吕 lv
铝 lv
侣 lv
旅 lv
履 lv
屡 lv
缕 lv
虑 lv
氯 lv
律 lv
率 lv shuai
滤 lv
绿 lv
峦 luan
挛 luan
孪 luan
滦 luan
卵 luan
乱 luan
掠 lue
略 lue
抡 lun
轮 lun
伦 lun
仑 lun
沦 lun
纶 lun guan
论 lun
萝 luo
螺 luo
罗 luo
逻 luo
锣 luo
箩 luo
骡 luo
裸 luo
落 luo la
洛 luo
骆 luo
络 luo
妈 ma
麻 ma
玛 ma
码 ma
蚂 ma
马 ma
骂 ma
嘛 ma
吗 ma
埋 mai
买 mai
麦 mai
卖 mai
迈 mai
脉 mai mo
瞒 man
馒 man
蛮 man
满 man
蔓 man wan
曼 man
慢 man
漫 man
谩 man
芒 mang
茫 mang
盲 mang
氓 mang
忙 mang
莽 mang
猫 mao
茅 mao
锚 mao
毛 mao
矛 mao
铆 mao
卯 mao
茂 mao
冒 mao
帽 mao
貌 mao
贸 mao
么 me
玫 mei
枚 mei
梅 mei
酶 mei
霉 mei
煤 mei
没 mei mo
眉 mei
媒 mei
镁 mei
每 mei
美 mei
昧 mei
寐 mei
妹 mei
媚 mei
门 men
闷 men
们 men
萌 meng
蒙 meng
檬 meng
盟 meng
锰 meng
猛 meng
梦 meng
孟 meng
眯 mi
醚 mi
靡 mi
糜 mi mei
迷 mi
谜 mi
弥 mi
米 mi
秘 mi
觅 mi
泌 mi
蜜 mi
密 mi
幂 mi
棉 mian
眠 mian
绵 mian
冕 mian
免 mian
勉 mian
娩 mian
缅 mian
面 mian
苗 miao
描 miao
瞄 miao
藐 miao
秒 miao
渺 miao
庙 miao
妙 miao
蔑 mie
灭 mie
民 min
抿 min
皿 min
敏 min
悯 min
闽 min
明 ming
螟 ming
鸣 ming
铭 ming
名 ming
命 ming
谬 miu
摸 mo
摹 mo
蘑 mo
模 mo
膜 mo
磨 mo
摩 mo
魔 mo
抹 mo ma
末 mo
莫 mo
墨 mo
默 mo
沫 mo
漠 mo
寞 mo
陌 mo
谋 mou
牟 mou mu
某 mou
拇 mu
牡 mu
亩 mu
姆 mu
母 mu
墓 mu
暮 mu
幕 mu
募 mu
慕 mu
木 mu
目 mu
睦 mu
牧 mu
穆 mu
拿 na
哪 na
呐 na
钠 na
那 na
娜 na nuo
纳 na
氖 nai
乃 nai
奶 nai
耐 nai
奈 nai
南 nan
男 nan
难 nan
囊 nang
挠 nao
脑 nao
恼 nao
闹 nao
淖 nao
呢 ne
馁 nei
内 nei
嫩 nen
能 neng
妮 ni
霓 ni
倪 ni
泥 ni
尼 ni
拟 ni
你 ni
匿 ni
腻 ni
逆 ni
溺 ni
蔫 nian
拈 nian
年 nian
碾 nian
撵 nian
捻 nian
念 nian
娘 niang
酿 niang
鸟 niao
尿 niao
捏 nie
聂 nie
孽 nie
啮 nie
镊 nie
镍 nie
涅 nie
您 nin
柠 ning
狞 ning
凝 ning
宁 ning
拧 ning
泞 ning
牛 niu
扭 niu
钮 niu
纽 niu
脓 nong
浓 nong
农 nong
弄 nong
奴 nu
努 nu
怒 nu
女 nv
暖 nuan
虐 nue
疟 nue
挪 nue
懦 nuo
糯 nuo
诺 nuo
哦 o e
欧 ou
鸥 ou
殴 ou
藕 ou
呕 ou
偶 ou
沤 ou
啪 pa
趴 pa
爬 pa
帕 pa
怕 pa
琶 pa
拍 pai
排 pai
牌 pai
徘 pai
湃 pai
派 pai
攀 pan
潘 pan
盘 pan
磐 pan
盼 pan
畔 pan
判 pan
叛 pan
乓 pang
庞 pang
旁 pang
耪 pang
胖 pang pan
抛 pao
咆 pao
刨 pao
炮 pao bao
袍 pao
跑 pao
泡 pao
呸 pei
胚 pei
培 pei
裴 pei
赔 pei
陪 pei
配 pei
佩 pei
沛 pei
喷 pen
盆 pen
砰 peng
抨 peng
烹 peng
澎 peng
彭 peng
蓬 peng
棚 peng
硼 peng
篷 peng
膨 peng
朋 peng
鹏 peng
捧 peng
碰 peng
坯 pi
砒 pi
霹 pi
批 pi
披 pi
劈 pi
琵 pi
毗 pi
啤 pi
脾 pi
疲 pi
皮 pi
匹 pi
痞 pi
僻 pi
屁 pi
譬 pi
篇 pian
偏 pian
片 pian
骗 pian
飘 piao
漂 piao
瓢 piao
票 piao
撇 pie
瞥 pie
拼 pin
频 pin
贫 pin
品 pin
聘 pin
乒 ping
坪 ping
苹 ping
萍 ping
平 ping
凭 ping
瓶 ping
评 ping
屏 ping bing
坡 po
泼 po
颇 po
婆 po
破 po
魄 po
迫 po
粕 po
剖 pou
扑 pu
铺 pu
仆 pu
莆 pu fu
葡 pu
菩 pu
蒲 pu
埔 pu bu
朴 pu
圃 pu
普 pu
浦 pu
谱 pu
曝 pu bao
瀑 pu bao
期 qi
欺 qi
栖 qi xi
戚 qi
妻 qi
七 qi
凄 qi
漆 qi
柒 qi
沏 qi
其 qi
棋 qi
奇 qi
歧 qi
畦 qi
崎 qi
脐 qi
齐 qi
旗 qi
祈 qi
祁 qi
骑 qi ji
起 qi
岂 qi
乞 qi
企 qi
启 qi
契 qi
砌 qi
器 qi
气 qi
迄 qi
弃 qi
汽 qi
泣 qi
讫 qi
掐 qia
恰 qia
洽 qia
牵 qian
扦 qian
钎 qian
铅 qian
千 qian
迁 qian
签 qian
仟 qian
谦 qian
乾 qian
黔 qian
钱 qian
钳 qian
前 qian
潜 qian
遣 qian
浅 qian
谴 qian
堑 qian
嵌 qian
欠 qian
歉 qian
枪 qiang
呛 qiang
腔 qiang
羌 qiang
墙 qiang
蔷 qiang
强 qiang jiang
抢 qiang
橇 qiao
锹 qiao
敲 qiao
悄 qiao
桥 qiao
瞧 qiao
乔 qiao
侨 qiao
巧 qiao
鞘 qiao shao
撬 qiao
翘 qiao
峭 qiao
俏 qiao
窍 qiao
切 qie
茄 qie jia
且 qie ju
怯 qie
窃 qie
钦 qin
侵 qin
亲 qin
秦 qin
琴 qin
勤 qin
芹 qin
擒 qin
禽 qin
寝 qin
沁 qin
青 qing
轻 qing
氢 qing
倾 qing
卿 qing
清 qing
擎 qing
晴 qing
氰 qing
情 qing
顷 qing
请 qing
庆 qing
琼 qiong
穷 qiong
秋 qiu
丘 qiu
邱 qiu
球 qiu
求 qiu
囚 qiu
酋 qiu
泅 qiu
趋 qu
区 qu
蛆 qu
曲 qu
躯 qu
屈 qu
驱 qu
渠 qu
取 qu
娶 qu
龋 qu
趣 qu
去 qu
圈 quan
颧 quan
权 quan
醛 quan
泉 quan
全 quan
痊 quan
拳 quan
犬 quan
券 quan
劝 quan
缺 que
炔 que
瘸 que
却 que
鹊 que
榷 que
确 que
雀 que
裙 qun
群 qun
然 ran
燃 ran
冉 ran
染 ran
瓤 rang
壤 rang
攘 rang
嚷 rang
让 rang
饶 rao
扰 rao
绕 rao
惹 re
热 re
壬 ren
仁 ren
人 ren
忍 ren
韧 ren
任 ren
认 ren
刃 ren
妊 ren
纫 ren
扔 reng
仍 reng
日 ri
戎 rong
茸 rong
蓉 rong
荣 rong
融 rong
熔 rong
溶 rong
容 rong
绒 rong
冗 rong
揉 rou
柔 rou
肉 rou
茹 ru
蠕 ru
儒 ru
孺 ru
如 ru
辱 ru
乳 ru
汝 ru
入 ru
褥 ru
软 ruan
阮 ruan
蕊 rui
瑞 rui
锐 rui
闰 run
润 run
若 ruo
弱 ruo
撒 sa
洒 sa
萨 sa
腮 sai
鳃 sai
塞 sai se
赛 sai
三 san
叁 san
伞 san
散 san
桑 sang
嗓 sang
丧 sang
搔 sao
骚 sao
扫 sao
嫂 sao
瑟 se
色 se
涩 se
森 sen
僧 seng
莎 sha suo
砂 sha
杀 sha
刹 sha cha
沙 sha
纱 sha
傻 sha
啥 sha
煞 sha
筛 shai
晒 shai
